firstname,lastname,birthDate,height,weight,bats,throws,yearID,age,lgID,teamID,POS,G,PA,AB,R,H,X1B,X2B,X3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GIDP,mergeon,switch
luis,ortiz,19700525,183,86,R,R,1996,26,AL,TEX,DH,3,7,7,1,2,0,0,1,1,7,1,0,0,0,0,0,0,0,1,0,ortiz 19700525,0
luis,ortiz,19700525,182,88,R,R,1997,27,Central League,Swallows,IF,20,31,29,3,5,3,1,1,0,8,7,0,0,0,0,2,0,0,7,0,ortiz 19700525,1
ramon,ortiz,19730523,183,79,R,R,2001,28,AL,ANA,P,32,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2002,29,AL,ANA,P,32,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2003,30,AL,ANA,P,32,6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2004,31,AL,ANA,P,34,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2005,32,NL,CIN,P,30,61,54,1,4,2,2,0,0,6,0,0,0,6,0,1,0,0,23,0,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2006,33,NL,WAS,P,38,66,56,5,6,5,0,0,1,9,3,0,0,7,0,3,0,0,26,1,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2007,34,AL,MIN,P,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ortiz 19730523,0
ramon,ortiz,19730523,183,79,R,R,2007,34,NL,COL,P,10,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,ortiz 19730523,0
diogenes,ortiz,19730523,183,80,R,R,2008,35,Pacific League,Buffaloes,P,17,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,ortiz 19730523,1
ramon,ortiz,19730523,183,79,R,R,2010,37,NL,LAN,P,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ortiz 19730523,2
ramon,ortiz,19730523,183,79,R,R,2011,38,NL,CHN,P,22,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,ortiz 19730523,2
ramon,ortiz,19730523,183,79,R,R,2013,40,AL,TOR,P,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ortiz 19730523,2
jose,ortiz,19770613,175,80,R,R,2000,23,AL,OAK,2B,7,13,11,4,2,2,0,0,0,2,1,0,0,0,0,2,0,0,3,0,ortiz 19770613,0
jose,ortiz,19770613,175,80,R,R,2001,24,AL,OAK,2B,11,46,42,4,7,7,0,0,0,7,3,1,0,0,1,3,0,0,5,4,ortiz 19770613,0
jose,ortiz,19770613,175,80,R,R,2001,24,NL,COL,2B,53,224,204,38,52,30,8,1,13,101,35,3,1,1,1,14,0,4,36,5,ortiz 19770613,0
jose,ortiz,19770613,175,80,R,R,2002,25,NL,COL,2B,65,215,192,22,48,39,7,1,1,60,12,2,0,2,2,16,0,3,30,3,ortiz 19770613,0
jose,ortiz,19770613,177,80,R,R,2003,26,Pacific League,Blue Wave,IF,127,517,470,70,120,56,29,2,33,252,86,4,4,2,5,36,2,4,84,13,ortiz 19770613,1
jose,ortiz,19770613,177,80,R,R,2004,27,Pacific League,Blue Wave,1B,128,526,477,70,138,86,28,0,24,238,71,4,4,0,2,40,6,7,87,11,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2007,30,Pacific League,Marines,2B,67,272,250,33,71,46,18,0,7,110,39,2,3,0,3,19,1,0,51,3,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2008,31,Pacific League,Marines,2B,100,373,337,52,97,64,21,1,11,153,37,1,1,1,2,32,1,1,61,8,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2009,32,Pacific League,Hawks,LF,109,458,411,54,116,70,24,2,20,204,74,2,1,0,8,36,1,3,81,8,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2010,33,Pacific League,Hawks,LF,117,457,415,63,112,69,19,0,24,203,81,1,0,1,3,31,1,7,91,8,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2011,34,Pacific League,Hawks,DH,80,205,186,11,40,24,9,0,7,70,15,0,1,0,2,16,1,1,44,8,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2012,35,Pacific League,Lions,1B,64,214,199,20,57,40,8,0,9,92,21,0,1,0,0,14,0,1,38,8,ortiz 19770613,-1
jose,ortiz,19770613,177,80,R,R,2013,36,Pacific League,Lions,DH,29,111,100,6,21,16,5,0,0,26,9,0,0,0,1,7,0,3,24,3,ortiz 19770613,-1
akinori,otsuka,19720113,186,90,R,R,2000,28,Pacific League,Buffaloes,P,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,otsuka 19720113,0
akinori,otsuka,19720113,183,90,R,R,2004,32,NL,SDN,P,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,otsuka 19720113,1
akinori,otsuka,19720113,183,90,R,R,2005,33,NL,SDN,P,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,otsuka 19720113,-1
chris,oxspring,19770513,185,88,L,R,2005,28,NL,SDN,P,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oxspring 19770513,0
chris,oxspring,19770513,183,83,L,R,2006,29,Central League,Tigers,P,17,24,23,4,4,2,2,0,0,6,0,0,0,1,0,0,0,0,9,1,oxspring 19770513,1
jim,paciorek,19600607,191,92,R,R,1987,27,AL,ML4,1B,48,116,101,16,23,16,5,0,2,34,10,1,0,0,3,12,0,0,20,3,paciorek 19600607,0
jim,paciorek,19600607,191,94,R,R,1988,28,Central League,Whales,OF,130,537,497,58,165,113,33,2,17,253,76,6,4,1,4,30,5,5,59,16,paciorek 19600607,1
jim,paciorek,19600607,191,94,R,R,1989,29,Central League,Whales,OF,118,473,435,48,145,98,32,3,12,219,62,2,3,2,2,33,4,1,45,9,paciorek 19600607,-1
jim,paciorek,19600607,191,94,R,R,1990,30,Central League,Whales,OF,133,562,527,78,172,116,36,3,17,265,94,3,2,0,4,26,5,5,47,14,paciorek 19600607,-1
jim,paciorek,19600607,191,94,R,R,1991,31,Central League,Whales,OF,114,487,442,52,137,102,23,1,11,195,75,0,4,0,10,31,9,4,49,15,paciorek 19600607,-1
jim,paciorek,19600607,191,94,R,R,1992,32,Central League,Tigers,OF,129,562,512,73,159,104,33,0,22,258,88,0,2,0,6,40,1,4,73,18,paciorek 19600607,-1
jim,paciorek,19600607,191,94,R,R,1993,33,Central League,Tigers,OF,74,297,263,24,64,44,12,1,7,99,36,1,1,0,2,32,0,0,45,13,paciorek 19600607,-1
vicente,padilla,19770927,183,104,R,R,2000,23,NL,ARI,P,27,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2001,24,NL,PHI,P,23,5,3,1,1,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2002,25,NL,PHI,P,32,67,58,1,3,2,1,0,0,4,5,0,0,7,1,0,0,1,31,1,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2003,26,NL,PHI,P,32,77,67,1,4,4,0,0,0,4,1,0,0,3,0,6,0,1,34,1,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2004,27,NL,PHI,P,20,40,35,2,4,4,0,0,0,4,3,0,0,3,0,2,0,0,17,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2005,28,NL,PHI,P,27,51,41,2,6,4,1,1,0,9,4,0,0,5,0,5,0,0,24,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2006,29,AL,TEX,P,33,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2007,30,AL,TEX,P,23,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2008,31,AL,TEX,P,29,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2009,32,AL,TEX,P,18,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2009,32,NL,LAN,P,8,14,13,0,3,3,0,0,0,3,2,0,0,1,0,0,0,0,7,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2010,33,NL,LAN,P,16,35,26,5,4,3,1,0,0,5,2,0,0,6,0,2,0,1,12,0,padilla 19770927,0
vicente,padilla,19770927,183,104,R,R,2012,35,AL,BOS,P,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,padilla 19770927,0
vicente,padilla,19770927,185,104,R,R,2013,36,Pacific League,Hawks,P,16,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,padilla 19770927,1
mike,pagliarulo,19600315,185,92,L,R,1984,24,AL,NYA,3B,67,219,201,24,48,23,15,3,7,90,34,0,0,0,3,15,0,0,46,5,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1985,25,AL,NYA,3B,138,435,380,55,91,54,16,2,19,168,62,0,0,3,3,45,4,4,86,6,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1986,26,AL,NYA,3B,149,565,504,71,120,65,24,3,28,234,71,4,1,1,2,54,10,4,120,10,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1987,27,AL,NYA,3B,150,582,522,76,122,61,26,3,32,250,87,1,3,2,3,53,9,2,111,9,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1988,28,AL,NYA,3B,125,490,444,46,96,60,20,1,15,163,67,1,0,1,6,37,9,2,104,5,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1989,29,AL,NYA,3B,74,244,223,19,44,30,10,0,4,66,16,1,1,0,0,19,0,2,43,2,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1989,29,NL,SDN,3B,50,168,148,12,29,19,7,0,3,45,14,2,0,1,0,18,4,1,39,3,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1990,30,NL,SDN,3B,128,446,398,29,101,69,23,2,7,149,38,1,3,2,4,39,3,3,66,12,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1991,31,AL,MIN,3B,121,393,365,38,102,76,20,0,6,140,36,1,2,2,2,21,3,3,55,9,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1992,32,AL,MIN,3B,42,108,105,10,21,17,4,0,0,25,9,1,0,0,1,1,0,1,17,1,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1993,33,AL,MIN,3B,83,279,253,31,74,51,16,4,3,107,23,6,6,2,1,18,2,5,34,5,pagliarulo 19600315,0
mike,pagliarulo,19600315,185,92,L,R,1993,33,AL,BAL,3B,33,126,117,24,38,23,9,0,6,65,21,0,0,0,0,8,0,1,15,2,pagliarulo 19600315,0
mike,pagliarulo,19600315,188,88,L,R,1994,34,Pacific League,Lions,IF,80,334,285,39,75,48,17,3,7,119,47,3,2,0,3,43,1,3,69,10,pagliarulo 19600315,1
mike,pagliarulo,19600315,185,92,L,R,1995,35,AL,TEX,3B,86,262,241,27,56,36,16,0,4,84,27,0,0,2,3,15,2,1,49,10,pagliarulo 19600315,2
phil,paine,19300608,185,81,R,R,1953,23,Pacific League,Lions,P,12,26,24,3,7,5,1,0,1,11,6,0,0,0,0,2,0,0,9,0,paine 19300608,0
phil,paine,19300608,188,81,R,R,1955,25,NL,ML1,P,15,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,paine 19300608,1
phil,paine,19300608,188,81,R,R,1958,28,NL,SLN,P,46,8,7,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,paine 19300608,-1
ed,palmquist,19330610,191,88,R,R,1960,27,NL,LAN,P,22,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,palmquist 19330610,0
ed,palmquist,19330610,191,88,R,R,1961,28,AL,MIN,P,9,5,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,palmquist 19330610,0
ed,palmquist,19330610,182,92,R,R,1963,30,Pacific League,Orions,P,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,palmquist 19330610,1
stan,palys,19300501,188,86,R,R,1954,24,NL,PHI,RF,2,5,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,palys 19300501,0
stan,palys,19300501,188,86,R,R,1955,25,NL,CIN,LF,79,240,222,29,51,30,14,0,7,86,30,1,1,4,1,12,0,1,35,4,palys 19300501,0
stan,palys,19300501,188,86,R,R,1955,25,NL,PHI,RF,15,58,52,8,15,11,3,0,1,21,8,1,0,0,0,6,0,0,5,1,palys 19300501,0
stan,palys,19300501,188,86,R,R,1956,26,NL,CIN,RF,40,60,53,5,12,10,0,0,2,18,5,0,0,0,1,6,0,0,13,0,palys 19300501,0
stan,palys,19300501,186,86,R,R,1964,34,Pacific League,Orions,OF,129,532,505,52,143,103,22,1,17,218,70,3,3,1,2,20,0,4,47,13,palys 19300501,1
stan,palys,19300501,186,86,R,R,1965,35,Pacific League,Orions,OF,104,414,380,53,104,56,21,2,25,204,72,4,3,1,6,24,4,3,34,10,palys 19300501,-1
stan,palys,19300501,186,86,R,R,1966,36,Pacific League,Orions,OF,113,423,395,41,104,70,15,1,18,175,69,3,0,3,4,20,0,1,46,17,palys 19300501,-1
stan,palys,19300501,186,86,R,R,1967,37,Pacific League,Orions,OF,100,264,245,21,68,50,11,1,6,99,42,1,2,0,3,13,2,3,35,6,palys 19300501,-1
johnny,paredes,19620902,180,74,R,R,1988,26,NL,MON,2B,35,104,91,6,17,14,2,0,1,22,10,5,2,1,0,9,0,3,17,1,paredes 19620902,0
johnny,paredes,19620902,180,74,R,R,1990,28,AL,DET,2B,6,9,8,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,paredes 19620902,0
johnny,paredes,19620902,180,74,R,R,1990,28,NL,MON,2B,3,7,6,0,2,1,1,0,0,3,1,0,0,0,0,1,1,0,0,0,paredes 19620902,0
johnny,paredes,19620902,180,74,R,R,1991,29,AL,DET,2B,16,18,18,4,6,6,0,0,0,6,0,1,1,0,0,0,0,0,1,0,paredes 19620902,0
johnny,paredes,19620902,179,75,R,R,1992,30,Central League,Swallows,IF,53,175,157,22,38,28,6,1,3,55,12,1,1,2,1,14,3,1,30,3,paredes 19620902,1
chan ho,park,19730630,188,95,R,R,1995,22,NL,LAN,P,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,1996,23,NL,LAN,P,48,23,19,0,1,1,0,0,0,1,2,0,0,3,0,1,0,0,9,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,1997,24,NL,LAN,P,32,66,51,5,9,5,4,0,0,13,2,0,0,11,0,4,0,0,21,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,1998,25,NL,LAN,P,34,80,72,2,14,11,2,1,0,18,3,0,0,6,0,2,0,0,30,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,1999,26,NL,LAN,P,33,69,59,4,9,7,2,0,0,11,6,0,0,6,2,2,0,0,26,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2000,27,NL,LAN,P,34,78,70,6,15,9,4,0,2,25,6,0,0,6,0,2,0,0,16,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2001,28,NL,LAN,P,36,81,69,6,10,7,3,0,0,13,4,0,0,7,0,5,0,0,22,1,park 19730630,0
chan ho,park,19730630,188,95,R,R,2002,29,AL,TEX,P,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,park 19730630,0
chan ho,park,19730630,188,95,R,R,2003,30,AL,TEX,P,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2005,32,AL,TEX,P,20,5,5,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2005,32,NL,SDN,P,10,18,14,2,3,3,0,0,0,3,2,0,0,4,0,0,0,0,5,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2006,33,NL,SDN,P,26,48,41,0,11,11,0,0,0,11,5,0,0,7,0,0,0,0,12,2,park 19730630,0
chan ho,park,19730630,188,95,R,R,2007,34,NL,NYN,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2008,35,NL,LAN,P,55,12,9,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,5,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2009,36,NL,PHI,P,45,18,14,1,2,1,0,0,1,5,1,0,0,1,0,3,0,0,5,0,park 19730630,0
chan ho,park,19730630,188,95,R,R,2010,37,NL,PIT,P,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,park 19730630,0
chan ho,park,19730630,188,92,R,R,2011,38,Pacific League,Buffaloes,P,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,park 19730630,1
wes,parker,19391113,185,81,B,L,1964,24,NL,LAN,1B,124,240,214,29,55,44,7,1,3,73,10,5,4,9,2,14,3,1,45,2,parker 19391113,0
wes,parker,19391113,185,81,B,L,1965,25,NL,LAN,1B,154,644,542,80,129,90,24,7,8,191,51,13,7,19,3,75,1,5,95,6,parker 19391113,0
wes,parker,19391113,185,81,B,L,1966,26,NL,LAN,1B,156,564,475,67,120,86,17,5,12,183,51,7,3,12,3,69,9,5,83,12,parker 19391113,0
wes,parker,19391113,185,81,B,L,1967,27,NL,LAN,1B,139,496,413,56,102,76,16,5,5,143,31,10,5,10,1,65,10,7,83,10,parker 19391113,0
wes,parker,19391113,185,81,B,L,1968,28,NL,LAN,1B,135,534,468,42,112,85,22,2,3,147,27,4,6,12,3,49,6,2,87,3,parker 19391113,0
wes,parker,19391113,185,81,B,L,1969,29,NL,LAN,1B,132,541,471,76,131,91,23,4,13,201,68,4,1,6,6,56,6,2,46,10,parker 19391113,0
wes,parker,19391113,185,81,B,L,1970,30,NL,LAN,1B,161,705,614,84,196,135,47,4,10,281,111,8,2,4,8,79,18,0,70,14,parker 19391113,0
wes,parker,19391113,185,81,B,L,1971,31,NL,LAN,1B,157,609,533,69,146,115,24,1,6,190,62,6,1,4,8,63,5,1,63,13,parker 19391113,0
wes,parker,19391113,185,81,B,L,1972,32,NL,LAN,1B,130,502,427,45,119,98,14,3,4,151,59,3,5,6,6,62,5,1,43,13,parker 19391113,0
wes,parker,19391113,182,82,S,L,1974,35,Pacific League,Hawks,IF,127,533,482,66,145,101,27,3,14,220,59,3,6,1,7,39,3,4,45,10,parker 19391113,1
jose,parra,19721128,180,72,R,R,1995,22,NL,LAN,P,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,parra 19721128,0
jose,parra,19721128,180,77,R,R,1999,27,Central League,Giants,P,12,13,11,1,2,1,1,0,0,3,0,0,0,0,0,2,0,0,7,0,parra 19721128,1
jose,parra,19721128,180,72,R,R,2000,27,NL,PIT,P,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,parra 19721128,2
jose,parra,19721128,180,77,R,R,2005,33,Pacific League,Buffaloes,P,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,parra 19721128,3
larry,parrish,19531110,191,86,R,R,1974,20,NL,MON,3B,25,79,69,9,14,9,5,0,0,19,4,0,0,2,0,6,2,2,19,1,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1975,21,NL,MON,3B,145,573,532,50,146,99,32,5,10,218,65,4,5,7,2,28,5,4,74,14,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1976,22,NL,MON,3B,154,593,543,65,126,82,28,5,11,197,61,2,6,1,6,41,2,2,91,13,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1977,23,NL,MON,3B,123,449,402,50,99,67,19,2,11,155,46,2,4,3,3,37,9,4,71,11,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1978,24,NL,MON,3B,144,560,520,68,144,86,39,4,15,236,70,2,3,5,1,32,9,2,103,19,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1979,25,NL,MON,3B,153,595,544,83,167,96,39,2,30,300,82,5,1,7,1,41,11,2,101,8,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1980,26,NL,MON,3B,126,501,452,55,115,70,27,3,15,193,72,2,6,1,8,36,6,4,80,12,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1981,27,NL,MON,3B,97,385,349,41,85,55,19,3,8,134,44,0,0,5,3,28,2,0,73,10,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1982,28,AL,TEX,RF,128,478,440,59,116,84,15,0,17,182,62,5,2,0,4,30,0,4,84,12,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1983,29,AL,TEX,RF,145,613,555,76,151,95,26,4,26,263,88,0,0,0,9,46,8,3,91,20,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1984,30,AL,TEX,RF,156,664,613,72,175,110,42,1,22,285,101,2,4,0,3,42,7,6,116,20,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1985,31,AL,TEX,RF,94,382,346,44,86,57,11,1,17,150,51,0,2,0,2,33,2,1,77,13,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1986,32,AL,TEX,3B,129,524,464,67,128,77,22,1,28,236,94,3,1,0,6,52,7,2,114,16,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1987,33,AL,TEX,3B,152,613,557,79,149,94,22,1,32,269,100,3,1,0,4,49,7,3,154,10,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1988,34,AL,TEX,DH,68,273,248,22,47,30,9,1,7,79,26,0,0,0,3,20,2,2,79,4,parrish 19531110,0
larry,parrish,19531110,191,86,R,R,1988,34,AL,BOS,1B,52,168,158,10,41,29,5,0,7,67,26,0,1,0,1,8,0,1,32,4,parrish 19531110,0
larry,parrish,19531110,190,98,R,R,1989,36,Central League,Swallows,OF,130,538,493,75,132,72,17,1,42,277,103,2,1,0,5,34,8,6,129,20,parrish 19531110,1
larry,parrish,19531110,190,98,R,R,1990,37,Central League,Tigers,IF,105,432,381,56,95,52,14,1,28,195,80,0,1,0,3,44,3,4,98,14,parrish 19531110,-1
val,pascucci,19781117,198,120,R,R,2004,25,NL,MON,RF,32,74,62,6,11,8,1,0,2,18,6,1,0,0,1,10,1,1,22,3,pascucci 19781117,0
val,pascucci,19781117,198,113,R,R,2005,27,Pacific League,Marines,RF,33,120,102,21,29,18,3,0,8,56,20,1,1,0,0,18,0,0,38,2,pascucci 19781117,1
val,pascucci,19781117,198,113,R,R,2006,28,Pacific League,Marines,RF,69,238,203,26,45,22,9,1,13,95,32,0,1,0,1,31,1,3,77,1,pascucci 19781117,-1
val,pascucci,19781117,198,120,R,R,2011,32,NL,NYN,1B,10,11,11,1,3,2,0,0,1,6,2,0,0,0,0,0,0,0,3,0,pascucci 19781117,2
mike,patterson,19580126,178,77,L,R,1981,23,AL,NYA,LF,4,9,9,2,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,patterson 19580126,0
mike,patterson,19580126,178,77,L,R,1981,23,AL,OAK,LF,12,25,23,4,8,6,1,1,0,11,1,0,1,0,0,2,1,0,5,0,patterson 19580126,0
mike,patterson,19580126,178,77,L,R,1982,24,AL,NYA,CF,11,18,16,3,3,1,1,0,1,7,1,1,0,0,0,2,0,0,6,0,patterson 19580126,0
mike,patterson,19580126,179,80,L,R,1985,27,Pacific League,Fighters,OF,88,308,280,33,63,38,8,1,16,121,44,5,1,1,2,22,0,3,48,3,patterson 19580126,1
rudy,pemberton,19691217,185,83,R,R,1995,25,AL,DET,LF,12,32,30,3,9,5,3,1,0,14,3,0,0,0,0,1,0,1,5,3,pemberton 19691217,0
rudy,pemberton,19691217,185,83,R,R,1996,26,AL,BOS,RF,13,45,41,11,21,12,8,0,1,32,10,3,1,0,0,2,0,2,4,0,pemberton 19691217,0
rudy,pemberton,19691217,183,86,R,R,1997,28,Pacific League,Lions,OF,25,70,63,3,11,5,5,0,1,19,5,2,1,0,0,6,0,1,17,2,pemberton 19691217,1
rudy,pemberton,19691217,185,83,R,R,1997,27,AL,BOS,RF,27,70,63,8,15,11,2,0,2,23,10,0,0,0,0,4,0,3,13,0,pemberton 19691217,0
rudy,pemberton,19691217,183,86,R,R,1998,29,Pacific League,Lions,OF,38,82,69,10,19,14,0,0,5,34,15,2,0,0,1,10,1,2,16,0,pemberton 19691217,-1
wily mo,pena,19820123,191,117,R,R,2002,20,NL,CIN,LF,13,18,18,1,4,3,0,0,1,7,1,0,0,0,0,0,0,0,11,0,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2003,21,NL,CIN,CF,80,181,165,20,36,24,6,1,5,59,16,3,2,1,0,12,2,3,53,2,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2004,22,NL,CIN,CF,110,364,336,45,87,50,10,1,26,177,66,5,2,0,0,22,1,6,108,7,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2005,23,NL,CIN,RF,99,335,311,42,79,43,17,0,19,153,51,2,1,0,1,20,0,3,116,7,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2006,24,AL,BOS,RF,84,304,276,36,83,55,15,2,11,135,42,0,1,0,5,20,0,3,90,7,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2007,25,AL,BOS,RF,73,172,156,18,34,19,9,1,5,60,17,0,1,0,0,14,0,2,58,5,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2007,25,NL,WAS,LF,37,145,133,24,39,27,4,0,8,67,22,2,0,0,0,8,2,4,36,2,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2008,26,NL,WAS,LF,64,206,195,10,40,32,6,0,2,52,10,0,1,0,1,10,0,0,48,5,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2011,29,AL,SEA,DH,22,74,67,8,14,9,3,0,2,23,8,0,0,0,0,5,0,2,20,1,pena 19820123,0
wily mo,pena,19820123,191,117,R,R,2011,29,NL,ARI,LF,17,46,46,7,9,4,0,0,5,24,7,0,0,0,0,0,0,0,19,1,pena 19820123,0
wily mo,pena,19820123,191,118,R,R,2012,30,Pacific League,Hawks,DH,130,507,461,52,129,76,30,2,21,226,76,2,0,0,3,35,2,8,130,11,pena 19820123,1
wily mo,pena,19820123,191,118,R,R,2013,31,Pacific League,Hawks,DH,55,171,150,8,35,27,6,1,1,46,16,0,0,0,1,15,0,5,52,4,pena 19820123,-1
wily mo,pena,19820123,191,118,R,R,2014,32,Pacific League,Buffaloes,DH,140,572,502,68,128,76,20,0,32,244,90,2,0,0,1,59,6,10,124,15,pena 19820123,-1
wily mo,pena,19820123,191,118,R,R,2015,33,Pacific League,Golden Eagles,DH,125,492,406,51,109,71,20,1,17,182,40,1,3,0,0,70,0,16,111,5,pena 19820123,-1
